期貨商代號,名稱,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,總計TEO,總計TFO,總計TXO,總計STC,總計XIO,總計GTO,總計TGO,總計,市佔率
F021999,元大寶來期貨自營,0,0,1506,0,0,0,0,1506,0,40,1429,0,0,0,0,1469,0,84,5763,0,0,0,0,5847,0,0,952,0,0,0,0,952,2,80,452,0,0,0,0,534,0,40,466,0,0,0,75,581,0,0,1305,0,0,0,25,1330,0,0,7139,0,0,0,40,7179,0,0,318,0,0,0,20,338,0,40,392,0,0,0,50,482,0,40,1043,0,0,0,130,1213,0,50,8598,0,0,0,40,8688,0,78,1054,0,0,0,0,1132,0,40,3209,0,0,0,140,3389,0,0,1010,0,0,0,0,1010,0,160,1912,0,0,0,0,2072,0,0,8701,0,0,0,10,8711,0,40,205,0,0,0,132,377,24,4,600,0,0,0,64,692,26,696,46054,0,0,0,726,47502,0.24
S653000,大眾證券,0,0,2654,0,0,0,0,2654,0,5,1701,0,0,0,0,1706,0,1,1532,0,0,0,0,1533,2,1,2391,0,0,0,0,2394,0,1,2984,0,1,0,0,2986,0,0,2148,0,0,0,0,2148,0,0,2307,0,0,0,0,2307,2,2,3020,0,0,0,0,3024,0,0,2161,0,0,0,0,2161,0,0,1718,0,0,0,0,1718,0,0,2009,0,0,0,0,2009,0,0,2217,0,0,0,0,2217,0,1,2259,0,0,0,0,2260,0,9,2105,0,0,0,0,2114,0,0,1202,0,0,0,0,1202,0,4,1991,0,0,0,0,1995,0,0,3096,0,0,0,0,3096,0,0,1919,0,0,0,0,1919,0,0,2567,0,0,0,0,2567,4,24,41981,0,1,0,0,42010,0.22
S616000,中國信託證券,0,0,1748,0,0,0,0,1748,0,0,943,0,0,0,0,943,0,0,1775,0,0,0,0,1775,3,4,1891,0,0,0,0,1898,0,0,1112,0,0,0,0,1112,0,0,1095,0,0,0,0,1095,0,0,1093,0,0,0,0,1093,1,0,2372,0,0,0,0,2373,7,2,1939,0,0,0,0,1948,5,0,1474,0,0,0,0,1479,5,0,1977,0,0,0,0,1982,0,0,1681,10,0,0,0,1691,0,0,1709,14,0,0,0,1723,1,0,2647,1,0,0,0,2649,1,0,1114,0,0,0,0,1115,0,0,2178,0,0,0,0,2178,1,1,3062,0,0,0,0,3064,0,1,1486,5,0,0,0,1492,1,2,2040,0,0,0,0,2043,25,10,33336,30,0,0,0,33401,0.17
S526000,大慶證券,0,4,2932,0,0,0,0,2936,0,0,1659,0,0,0,0,1659,0,2,1430,0,0,0,0,1432,0,2,1840,0,0,0,0,1842,0,0,1170,0,0,0,0,1170,0,0,2086,0,0,0,1,2087,0,4,2185,0,0,0,0,2189,0,0,2560,0,0,0,0,2560,0,0,1201,0,0,0,0,1201,0,0,601,0,0,0,0,601,0,0,1308,0,0,0,0,1308,0,0,1397,0,0,0,0,1397,0,0,1480,0,0,0,0,1480,0,0,2332,0,0,0,1,2333,0,0,839,0,0,0,0,839,0,0,2489,0,0,0,0,2489,0,0,1663,0,0,0,0,1663,0,0,821,0,0,0,0,821,0,0,1854,0,0,0,0,1854,0,12,31847,0,0,0,2,31861,0.16
F038999,大眾期貨自營,0,0,3900,0,0,0,0,3900,0,0,2250,0,0,0,0,2250,0,0,1540,0,0,0,0,1540,0,0,825,0,0,0,0,825,0,0,1673,0,0,0,0,1673,0,0,1504,0,0,0,0,1504,0,0,448,0,0,0,0,448,0,0,2323,0,0,0,0,2323,0,0,2079,0,0,0,0,2079,0,0,1775,0,0,0,0,1775,0,0,914,0,0,0,0,914,0,0,1407,0,0,0,0,1407,0,0,1638,0,0,0,0,1638,0,0,1502,0,0,0,0,1502,0,0,1078,0,0,0,0,1078,0,0,1434,0,0,0,0,1434,0,0,1281,0,0,0,0,1281,0,0,1844,0,0,0,0,1844,0,0,1334,0,0,0,0,1334,0,0,30749,0,0,0,0,30749,0.16
S845999,康和證券自營,0,0,1356,0,0,0,0,1356,0,0,2544,0,0,0,0,2544,0,0,1383,0,0,0,0,1383,0,0,1670,0,0,0,0,1670,0,0,2164,0,0,0,0,2164,0,0,979,0,0,0,0,979,0,0,1328,0,0,0,0,1328,0,0,4036,0,0,0,0,4036,0,0,3037,0,0,0,0,3037,0,0,1854,0,0,0,0,1854,0,0,1249,0,0,0,0,1249,0,0,1516,0,0,0,0,1516,0,0,1498,0,0,0,0,1498,0,0,1447,0,0,0,0,1447,0,0,1010,0,0,0,0,1010,0,0,1726,0,0,0,0,1726,0,0,581,0,0,0,0,581,0,0,255,0,0,0,0,255,0,0,621,0,0,0,0,621,0,0,30254,0,0,0,0,30254,0.16
F013999,大華期貨自營,0,0,4194,0,0,0,0,4194,0,0,2484,0,0,0,0,2484,0,0,3258,0,0,0,0,3258,0,0,2502,0,0,0,0,2502,0,0,1626,0,0,0,0,1626,0,0,2976,0,0,0,0,2976,0,0,1846,0,0,0,0,1846,0,0,1940,0,0,0,0,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,400,0,0,100,0,0,0,0,100,0,0,202,0,0,0,0,202,0,0,202,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21730,0,0,0,0,21730,0.11
F007999,日盛期貨自營,0,0,1590,0,0,0,0,1590,0,0,317,0,0,0,0,317,0,0,486,0,0,0,0,486,0,0,1329,0,0,0,0,1329,0,0,477,0,0,0,0,477,0,0,1067,0,0,0,0,1067,0,0,240,0,0,0,0,240,0,0,971,0,0,0,0,971,0,0,763,0,0,0,0,763,0,0,1014,0,0,0,0,1014,0,0,1661,0,0,0,0,1661,0,0,361,0,0,0,0,361,0,0,548,0,0,0,0,548,0,0,1781,0,0,0,0,1781,0,0,3070,0,0,0,0,3070,0,0,2044,0,0,0,0,2044,0,0,2264,0,0,0,0,2264,0,0,656,0,0,0,0,656,0,0,1032,0,0,0,0,1032,0,0,21671,0,0,0,0,21671,0.11
S109999,台灣工銀證券自營,0,0,715,0,0,0,0,715,0,0,327,0,0,0,0,327,0,0,470,0,0,0,0,470,0,0,525,0,0,0,0,525,0,0,564,0,0,0,0,564,0,0,703,0,0,0,0,703,0,0,696,0,0,0,0,696,0,0,1542,0,0,0,0,1542,0,0,279,0,0,0,0,279,0,0,655,0,0,0,0,655,0,0,1230,0,0,0,0,1230,0,0,906,0,0,0,0,906,0,0,1102,0,0,0,0,1102,0,0,1360,0,0,0,0,1360,0,0,1579,0,0,0,0,1579,0,0,2371,0,0,0,0,2371,0,0,2747,0,0,0,0,2747,0,0,720,0,0,0,0,720,0,0,1381,0,0,0,0,1381,0,0,19872,0,0,0,0,19872,0.1
S116999,日盛證券自營,0,0,1270,0,0,0,0,1270,0,0,1278,0,0,0,0,1278,0,0,1099,0,0,0,0,1099,0,0,1538,0,0,0,0,1538,0,0,1034,0,0,0,0,1034,0,0,325,0,0,0,0,325,0,0,738,0,0,0,0,738,0,0,1692,0,0,0,0,1692,0,0,327,0,0,0,0,327,0,0,534,0,0,0,0,534,0,0,538,0,0,0,0,538,0,0,1221,0,0,0,0,1221,0,0,933,0,0,0,0,933,0,0,1058,0,0,0,0,1058,0,0,801,0,0,0,0,801,0,0,1046,0,0,0,0,1046,0,0,1710,0,0,0,0,1710,0,0,446,0,0,0,0,446,0,0,1855,0,0,0,0,1855,0,0,19443,0,0,0,0,19443,0.1
S888999,國泰證券自營,0,0,2433,0,0,0,0,2433,0,0,180,0,0,0,0,180,0,0,1211,0,0,0,0,1211,0,0,1259,0,0,0,0,1259,0,0,78,0,0,0,0,78,0,0,747,0,0,0,0,747,0,0,224,0,0,0,0,224,0,0,971,0,0,0,0,971,0,0,1145,0,0,0,0,1145,0,0,632,0,0,0,0,632,0,0,715,0,0,0,0,715,0,0,327,0,0,0,0,327,0,0,1177,0,0,0,0,1177,0,0,712,0,0,0,0,712,0,0,397,0,0,0,0,397,0,0,1806,0,0,0,0,1806,0,0,1543,0,0,0,0,1543,0,0,1447,0,0,0,0,1447,0,0,1029,0,0,0,0,1029,0,0,18033,0,0,0,0,18033,0.09
S109000,台灣工銀證券,0,0,959,0,0,0,0,959,0,0,447,0,0,0,0,447,0,0,2120,0,0,0,0,2120,0,0,675,0,0,0,0,675,0,0,858,0,0,0,0,858,0,0,948,0,0,0,0,948,0,0,465,0,0,0,0,465,0,0,905,0,0,0,0,905,0,0,1926,0,0,0,0,1926,0,0,320,0,0,0,0,320,0,0,663,0,0,0,0,663,0,0,1028,0,0,0,0,1028,0,0,833,0,0,0,0,833,0,0,564,0,0,0,0,564,0,0,390,0,0,0,0,390,0,0,443,0,0,0,0,443,0,0,880,0,0,0,0,880,0,0,448,0,0,0,0,448,0,0,1226,0,0,0,0,1226,0,0,16098,0,0,0,0,16098,0.08
S653999,大眾證券自營,0,0,1575,0,0,0,0,1575,0,0,1155,0,0,0,0,1155,0,0,320,0,0,0,0,320,0,0,418,0,0,0,0,418,0,0,720,0,0,0,0,720,0,0,247,0,0,0,0,247,0,0,377,0,0,0,0,377,0,0,2385,0,0,0,0,2385,0,0,242,0,0,0,0,242,0,0,337,0,0,0,0,337,0,0,569,0,0,0,0,569,0,0,620,0,0,0,0,620,0,0,1598,0,0,0,0,1598,0,0,1630,0,0,0,0,1630,0,0,261,0,0,0,0,261,0,0,1499,0,0,0,0,1499,0,0,1197,0,0,0,0,1197,0,0,390,0,0,0,0,390,0,0,494,0,0,0,0,494,0,0,16034,0,0,0,0,16034,0.08
S218000,亞東證券,0,0,792,0,0,0,0,792,0,0,1016,0,0,0,0,1016,0,0,938,0,0,0,0,938,0,0,840,0,0,0,0,840,0,0,1271,0,0,0,1,1272,0,0,533,0,0,0,1,534,0,0,551,0,0,0,0,551,0,0,1600,0,0,0,1,1601,0,0,910,0,0,0,0,910,0,0,451,0,0,0,0,451,0,0,471,0,0,0,3,474,0,0,807,0,0,0,5,812,0,0,1051,0,0,0,5,1056,0,0,822,0,0,0,3,825,0,2,585,0,0,0,4,591,0,4,746,0,0,0,3,753,0,0,567,0,0,0,1,568,0,0,640,0,0,0,0,640,0,0,641,0,0,0,0,641,0,6,15232,0,0,0,27,15265,0.08
S844000,摩根大通證券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,1048,0,0,0,0,1048,0,0,0,0,0,0,0,0,0,0,1919,0,0,0,0,1919,0,0,0,0,0,0,0,0,0,0,1173,0,0,0,0,1173,0,0,1872,0,0,0,0,1872,0,0,1344,0,0,0,0,1344,0,0,673,0,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,2465,0,0,0,0,2465,0,0,1200,0,0,0,0,1200,0,0,905,0,0,0,0,905,0,0,13949,0,0,0,0,13949,0.0700000000000000128
S509999,華南永昌證券自營,0,0,801,0,0,0,0,801,0,0,339,0,0,0,0,339,0,0,413,0,0,0,0,413,0,0,835,0,0,0,0,835,0,0,611,0,0,0,0,611,0,0,348,0,0,0,0,348,0,0,269,0,0,0,0,269,0,0,722,0,0,0,0,722,0,0,681,0,0,0,0,681,0,0,157,0,0,0,0,157,0,0,588,0,0,0,0,588,0,0,578,0,0,0,0,578,0,0,410,0,0,0,0,410,0,0,1427,0,0,0,0,1427,0,0,638,0,0,0,0,638,0,0,1000,0,0,0,0,1000,0,0,614,0,0,0,0,614,0,0,537,0,0,0,0,537,0,0,892,0,0,0,0,892,0,0,11860,0,0,0,0,11860,0.06
S551999,永豐金證券自營,0,0,285,0,0,0,0,285,0,0,552,0,0,0,0,552,0,0,64,0,0,0,0,64,0,0,1658,0,0,0,0,1658,0,0,340,0,0,0,0,340,0,0,127,0,0,0,0,127,0,0,1085,0,0,0,0,1085,0,0,271,0,0,0,0,271,0,0,914,0,0,0,0,914,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,189,0,0,554,0,0,0,0,554,0,0,632,0,0,0,0,632,0,0,81,0,0,0,0,81,0,0,234,0,0,0,0,234,0,0,63,0,0,0,0,63,0,0,28,0,0,0,0,28,0,0,1908,0,0,0,0,1908,0,0,260,0,0,0,0,260,0,0,9245,0,0,0,0,9245,0.05
S538999,第一金證券自營,0,0,446,0,0,0,0,446,0,0,472,0,0,0,0,472,0,0,228,0,0,0,0,228,0,0,472,0,0,0,0,472,0,0,545,0,0,0,0,545,0,0,170,0,0,0,0,170,0,0,214,0,0,0,0,214,0,15,674,0,0,0,0,689,0,6,597,0,0,0,0,603,0,12,609,0,0,0,0,621,0,26,302,0,0,0,0,328,0,0,538,0,0,0,0,538,0,0,384,0,0,0,0,384,0,0,705,0,0,0,0,705,0,15,248,0,0,0,0,263,0,19,507,0,0,0,0,526,0,0,105,0,0,0,0,105,0,29,199,0,0,0,0,228,0,0,795,0,0,0,0,795,0,122,8210,0,0,0,0,8332,0.04
F008999,統一期貨自營,0,0,184,0,0,0,0,184,0,0,823,0,0,0,0,823,0,0,3070,0,0,0,0,3070,0,0,1272,0,0,0,0,1272,0,0,168,0,0,0,0,168,0,0,14,0,0,0,0,14,0,0,312,0,0,0,0,312,0,0,107,0,0,0,0,107,0,0,15,0,0,0,0,15,0,0,2,0,0,0,0,2,0,0,5,0,0,0,0,5,0,0,185,0,0,0,0,185,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,886,0,0,0,0,886,0,0,488,0,0,0,0,488,0,0,472,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,8025,0,0,0,0,8025,0.04
S505000,大展證券,0,0,146,0,0,0,0,146,0,0,73,0,0,0,0,73,0,0,153,0,0,0,0,153,0,0,266,0,0,0,0,266,0,0,199,0,0,0,0,199,0,0,209,0,0,0,0,209,0,0,390,0,0,0,0,390,0,0,336,6,0,0,0,342,0,0,128,3,0,0,0,131,0,0,83,1,0,0,0,84,0,0,273,0,0,0,0,273,0,0,205,2,0,0,0,207,0,0,147,1,0,0,0,148,0,0,825,0,0,0,0,825,0,0,96,0,0,0,0,96,0,0,308,0,0,0,0,308,0,0,196,0,0,0,0,196,0,0,183,0,0,0,0,183,0,0,231,0,0,0,0,231,0,0,4447,13,0,0,0,4460,0.02
S147000,台灣摩根士丹利證券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,2000,0,0,72,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,532,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,4279,0,0,0,0,4279,0.02
S152000,瑞士信貸銀行台北證券,0,0,299,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,600,0,0,400,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,175,0,0,620,0,0,0,0,620,0,0,700,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3122,0,0,0,0,3122,0.02
S703000,致和證券,0,0,82,0,0,0,0,82,0,0,79,0,0,0,0,79,0,0,54,0,0,0,0,54,0,0,149,0,0,0,0,149,0,0,54,0,0,0,0,54,0,0,103,0,0,0,0,103,0,0,79,0,0,0,0,79,0,0,205,0,0,0,0,205,0,0,110,0,0,0,0,110,0,0,93,0,0,0,0,93,0,0,125,0,0,0,0,125,0,0,80,0,0,0,0,80,0,0,130,0,0,0,0,130,0,0,84,0,0,0,0,84,0,0,108,0,0,0,0,108,0,0,158,0,0,0,0,158,0,0,112,0,0,0,0,112,0,0,47,0,0,0,0,47,0,0,147,0,0,0,0,147,0,0,1999,0,0,0,0,1999,0.01
S645000,永全證券,0,0,113,0,0,0,0,113,0,0,110,0,0,0,0,110,0,0,75,0,0,0,0,75,0,0,103,0,0,0,0,103,0,0,57,0,0,0,0,57,0,0,73,0,0,0,0,73,0,0,97,0,0,0,0,97,0,0,156,0,0,0,0,156,0,0,55,0,0,0,0,55,0,0,44,0,0,0,0,44,0,0,82,0,0,0,0,82,0,0,40,0,0,0,0,40,0,0,74,0,0,0,0,74,0,0,136,0,0,0,0,136,0,0,40,0,0,0,0,40,0,0,139,0,0,0,0,139,0,0,74,0,0,0,0,74,0,0,43,0,0,0,0,43,0,0,86,0,0,0,0,86,0,0,1597,0,0,0,0,1597,0.01
S159000,花旗環球國際證券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,0,0,0,0,1097,0,0,0,0,0,0,0,0,0,0,1197,0,0,0,0,1197,0.01
S838000,安泰證券,0,0,54,0,0,0,0,54,0,0,51,0,0,0,0,51,0,1,26,0,0,0,0,27,0,0,89,0,0,0,0,89,0,0,76,0,0,0,0,76,0,0,81,0,0,0,0,81,0,0,42,0,0,0,0,42,0,0,37,0,0,0,0,37,0,0,21,0,0,0,0,21,0,0,9,0,0,0,0,9,0,0,30,0,0,0,0,30,0,0,17,0,0,0,0,17,0,0,26,0,0,0,0,26,0,0,36,0,0,0,0,36,0,0,103,0,0,0,0,103,0,0,54,0,0,0,0,54,0,0,107,0,0,0,0,107,0,0,112,0,0,0,0,112,0,0,224,0,0,0,0,224,0,1,1195,0,0,0,0,1196,0.01
S700999,兆豐證券自營,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,10,0,0,0,0,10,0,0,5,0,0,0,0,5,0,0,10,0,0,0,0,10,0,0,15,0,0,0,0,15,0,0,198,0,0,0,0,198,0,0,71,0,0,0,0,71,0,0,65,0,0,0,0,65,0,0,120,0,0,0,0,120,0,0,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,33,0,0,0,0,33,0,0,645,0,0,0,0,645,0
F005999,國票期貨自營,0,0,136,0,0,0,0,136,0,0,120,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,80,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,70,0,0,0,0,70,0,0,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,616,0
S601000,奔亞證券,0,0,46,0,0,0,0,46,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,4,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,4,0,0,22,0,0,0,0,22,0,0,14,0,0,0,0,14,0,0,6,0,0,0,0,6,0,0,11,0,0,0,0,11,0,0,20,0,0,0,0,20,0,0,19,0,0,0,0,19,0,0,30,0,0,0,0,30,0,0,10,0,0,0,0,10,0,0,37,0,0,0,0,37,0,0,49,0,0,0,0,49,0,0,33,0,0,0,0,33,0,0,31,0,0,0,0,31,0,0,344,0,0,0,0,344,0
S505999,大展證券自營,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,68,0,0,38,0,0,0,0,38,0,0,25,0,0,0,0,25,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,121,0,0,75,0,0,0,0,75,0,0,330,0,0,0,0,330,0
F029999,康和期貨自營,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,60,0,0,104,0,0,0,0,104,0
